ClassID,Rank,MaxLevel,BarrackStance,StartPosX,StartPosY,StartPosZ,SkipStartPosX,SkipStartPosY,SkipStartPosZ,S_StartPosX,S_StartPosY,S_StartPosZ,STR,DEX,CON,INT,MNA,LUCK,JobRate_HP,JobRate_ATK,JobHitCount,JobRate_SP,Revision_ATK,Revision_MATK,Revision_SklATK,DefaultHaveItemCount1,DefaultHaveItemQuickSlot1,DefaultHaveItemCount2,DefaultHaveItemQuickSlot2,DefaultHaveItemCount3,DefaultHaveItemQuickSlot3,DefaultHaveItemCount4,DefaultHaveItemQuickSlot4,DefaultHaveItemCount5,DefaultHaveItemQuickSlot5,DefaultHaveItemCount6,DefaultHaveItemQuickSlot6,DefaultHaveItemCount7,DefaultHaveItemQuickSlot7,JumpSpeed_H,JumpSpeed_V,ClassName,Name,EngName,CtrlType,Initial,Caption1,Caption2,Caption3,Rating,DefaultCostume,Icon,ChangeJobCondition1,ChangeJobCondition2,ChangeJobCondition3,MaleBodyType,FemaleBodyType,Faction,Lock,StartMap,SkipStartMap,StartSingleMap,DefHaveAbil,DefHaveSkill,DPCSkillList,DefHaveSkillVan,DefaultHaveItem1,DefaultHaveItem2,DefaultHaveItem3,DefaultHaveItem4,DefaultHaveItem5,DefaultHaveItem6,DefaultHaveItem7,RH,BODY,SHIRT,OUTER,PANTS,GLOVES,BOOTS,JumpChangeToDir,TabTarget,DefFile_LH,ChangeJobQuest1,ChangeJobQuest2,ChangeJobQuest3,ChangeJobQuest4,ChangeJobQuest5,ChangeJobQuest6,ChangeJobQuest7,ChangeJobQuest8,ChangeJobQuest9,ChangeJobQuest10
0,0,0,17408,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_1,소드맨,Warrior,Warrior,WAR,소드맨은 강한 맷집과 다양한 무기를 이용해 가까이 몰려든 적을 상대하는 전사입니다. ,소드맨은 강한 맷집과 다양한 무기를 이용해 가까이 몰려든 적을 상대하는 전사입니다. ,소드맨은 강한 맷집과 다양한 무기를 이용해 가까이 몰려든 적을 상대하는 전사입니다. ,3/3/1/1,costume_Char1_1,c_warrior_swordsman,,,,PC_WAR_M,PC_WAR_F,Law,,f_siauliai_west,f_siaulei_1003_tuto,,Sword#Staff#Mace,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,Drug_HP1_Q,Drug_SP1_Q,Drug_STA1_Q,Mic,,,Escape_Orb,SWD01_101,,TOP01_101,,LEG01_101,,,YES,NO,,JOB_SWORDMAN1,JOB_WARRIOR2_1,JOB_WARRIOR3_1,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_2,하이랜더,Highlander,Warrior,HLD," 하이랜더는 양손검을 사용하는 강인한 전사입니다. 적을 다른 적이나 지형에 충돌시킬 수 있어 다수의 적을 상대하기에 유리합니다."," 하이랜더는 양손검을 사용하는 강인한 전사입니다. 적을 다른 적이나 지형에 충돌시킬 수 있어 다수의 적을 상대하기에 유리합니다."," 하이랜더는 양손검을 사용하는 강인한 전사입니다. 적을 다른 적이나 지형에 충돌시킬 수 있어 다수의 적을 상대하기에 유리합니다.",3/4/2/2,costume_Char1_2,c_warrior_highlander,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,THSword,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,JOB_HIGHLANDER1,JOB_HIGHLANDER2_1,JOB_HIGHLANDER3_1,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_3,펠타스타,Peltasta,Warrior,PEL,"펠타스타는 방패를 사용해 적의 공격을 막아내거나, 적을 도발하여 유인하는 방어형 전사입니다.","펠타스타는 방패를 사용해 적의 공격을 막아내거나, 적을 도발하여 유인하는 방어형 전사입니다.","펠타스타는 방패를 사용해 적의 공격을 막아내거나, 적을 도발하여 유인하는 방어형 전사입니다.",4/2/2/1,costume_Char1_3,c_warrior_peltasta,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,JOB_PELTASTA1,JOB_PELTASTA2_1,JOB_PELTASTA3_1,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_4,하플라이트,Hoplite,Warrior,HOP,"창을 사용하는 하플라이트는 사정거리가 길고, 중형급 이상의 크고 강한 적을 상대할 때 보너스를 획득합니다.","창을 사용하는 하플라이트는 사정거리가 길고, 중형급 이상의 크고 강한 적을 상대할 때 보너스를 획득합니다.","창을 사용하는 하플라이트는 사정거리가 길고, 중형급 이상의 크고 강한 적을 상대할 때 보너스를 획득합니다.",3/3/2/1,costume_Char1_4,c_warrior_hoplite,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,Spear,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,JOB_HOPLITE2,JOB_HOPLITE3_1,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_5,센츄리온,Centurion,Warrior,CEN,진영을 갖춘 뒤 전투를 지휘하는 클래스,진영을 갖춘 뒤 전투를 지휘하는 클래스,진영을 갖춘 뒤 전투를 지휘하는 클래스,3/3/3/3,costume_Char1_5,c_warrior_centurion,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,THSpear,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_6,바바리안,Barbarian,Warrior,BAR,승리를 위해선 형식에 구애받지 않고 무엇이든 하는 바바리안은 저돌적이고 호전적인 전사입니다. ,승리를 위해선 형식에 구애받지 않고 무엇이든 하는 바바리안은 저돌적이고 호전적인 전사입니다. ,승리를 위해선 형식에 구애받지 않고 무엇이든 하는 바바리안은 저돌적이고 호전적인 전사입니다. ,4/1/5/1,costume_Char1_6,c_warrior_barbarian,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,THSword,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,JOB_BARBARIAN2,JOB_BARBARIAN3_1,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_7,캐터프랙트,Cataphract,Warrior,CAT,양손창을 전문적으로 사용하는 캐터프랙트는 적들의 방어선을 돌파하여 분쇄시키는 기병 클래스입니다. ,양손창을 전문적으로 사용하는 캐터프랙트는 적들의 방어선을 돌파하여 분쇄시키는 기병 클래스입니다. ,양손창을 전문적으로 사용하는 캐터프랙트는 적들의 방어선을 돌파하여 분쇄시키는 기병 클래스입니다. ,5/2/1/1,costume_Char1_7,c_warrior_cataphract,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,THSpear,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,JOB_CATAPHRACT3_1,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_8,커세어,Corsair,Warrior,COS,커세어,커세어,커세어,3/3/3,costume_Char1_8,c_warrior_corsair,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_9,도펠죌트너,Doppelsoeldner,Warrior,DOP,도펠죌트너,도펠죌트너,도펠죌트너,3/3/3,costume_Char1_8,c_warrior_doppelsoeldner,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,THSword,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,,,,,,,,
0,0,0,16384,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,39322,0,0,52429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39322,Char1_10,로델레로,Rodelero,Warrior,ROD,로델레로는 적을 기습하여 와해시키는 전투의 전문가입니다. 방패를 이용한 방어기술은 원거리 공격을 막아내는데 효과적입니다.,로델레로는 적을 기습하여 와해시키는 전투의 전문가입니다. 방패를 이용한 방어기술은 원거리 공격을 막아내는데 효과적입니다.,로델레로는 적을 기습하여 와해시키는 전투의 전문가입니다. 방패를 이용한 방어기술은 원거리 공격을 막아내는데 효과적입니다.,3/5/3/2,costume_Char1_8,c_warrior_rodelero,,,,PC_WAR_M,PC_WAR_F,Law,Male,f_siauliai_west,f_siaulei_1003_tuto,,,Default#Normal_Attack#Normal_Attack_TH#Warrior_Guard#War_JustFrameAttack#War_JustFrameDagger,Normal_Attack,,,,,,,,,NoWeapon,,,,,,,YES,NO,,,,JOB_RODELERO3_1,,,,,,,
