ClassID,UnlockArgNum,MaxLevel,Price1,Time1,Price2,Time2,Price3,Time3,Price4,Time4,Price5,Time5,Price6,Time6,Price7,Time7,Price8,Time8,Price9,Time9,Price10,Time10,ClassName,UnlockScr,UnlockArgStr,UnlockDesc,ScrCalcPrice
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter11,,,,ABIL_QUARRELSHOOTER11_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter14,UNLOCK_ABIL_CIRCLE,Char3_3,쿼렐슈터 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter15,UNLOCK_ABIL_CIRCLE,Char3_3,쿼렐슈터 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter12,,,,ABIL_QUARRELSHOOTER12_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter16,UNLOCK_ABIL_CIRCLE,Char3_3,쿼렐슈터 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter17,UNLOCK_ABIL_CIRCLE,Char3_3,쿼렐슈터 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter13,UNLOCK_ABIL_CIRCLE,Char3_3,쿼렐슈터 2서클 필요,ABIL_QUARRELSHOOTER13_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter19,UNLOCK_ABIL_CIRCLE,Char3_3,쿼렐슈터 3서클 필요,
0,0,0,0,0,0,0,32768,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter2,,,,
0,0,0,8192,0,8192,0,45056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter3,UNLOCK_ABIL_CIRCLE,Char3_3,쿼렐슈터 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QuarrelShooter6,,,,
