ClassID,UnlockArgNum,MaxLevel,Price1,Time1,Price2,Time2,Price3,Time3,Price4,Time4,Price5,Time5,Price6,Time6,Price7,Time7,Price8,Time8,Price9,Time9,Price10,Time10,ClassName,UnlockScr,UnlockArgStr,UnlockDesc,ScrCalcPrice
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer11,,,,ABIL_CRYOMANCER11_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer14,UNLOCK_ABIL_CIRCLE,Char2_3,크리오맨서 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer15,UNLOCK_ABIL_CIRCLE,Char2_3,크리오맨서 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer12,,,,ABIL_CRYOMANCER12_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer16,UNLOCK_ABIL_CIRCLE,Char2_3,크리오맨서 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer17,UNLOCK_ABIL_CIRCLE,Char2_3,크리오맨서 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer13,,,,ABIL_CRYOMANCER13_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer18,UNLOCK_ABIL_CIRCLE,Char2_3,크리오맨서 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer19,UNLOCK_ABIL_CIRCLE,Char2_3,크리오맨서 3서클 필요,
0,0,0,0,0,0,0,32768,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,Cryomancer2,,,,
0,0,0,40960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer3,UNLOCK_ABIL_CIRCLE,Char2_3,크리오맨서 2서클 필요,
0,0,0,0,0,0,0,32768,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,Cryomancer4,,,,
0,0,0,4096,0,32768,0,28672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cryomancer5,,,,
