ClassID,UnlockArgNum,MaxLevel,Price1,Time1,Price2,Time2,Price3,Time3,Price4,Time4,Price5,Time5,Price6,Time6,Price7,Time7,Price8,Time8,Price9,Time9,Price10,Time10,ClassName,UnlockScr,UnlockArgStr,UnlockDesc,ScrCalcPrice
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu11,,,,ABIL_SADHU11_PRICE
0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu17,UNLOCK_ABIL_CIRCLE,Char4_6,사두 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu18,UNLOCK_ABIL_CIRCLE,Char4_6,사두 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu14,,,,ABIL_SADHU14_PRICE
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu12,UNLOCK_ABIL_CIRCLE,Char4_6,사두 2서클 필요,ABIL_SADHU12_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu13,UNLOCK_ABIL_CIRCLE,Char4_6,사두 3서클 필요,
0,0,0,0,0,0,0,32768,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,Sadhu2,,,,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu3,,,,
0,0,0,59904,0,59904,0,61312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sadhu4,UNLOCK_ABIL_CIRCLE,Char4_6,사두 2서클 필요,
0,0,0,0,0,0,0,32768,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,Sadhu5,,,,
