ClassID,UnlockArgNum,MaxLevel,Price1,Time1,Price2,Time2,Price3,Time3,Price4,Time4,Price5,Time5,Price6,Time6,Price7,Time7,Price8,Time8,Price9,Time9,Price10,Time10,ClassName,UnlockScr,UnlockArgStr,UnlockDesc,ScrCalcPrice
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist14,,,,ABIL_ELEMENTALIST14_PRICE
0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist15,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist16,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist17,,,,ABIL_ELEMENTALIST17_PRICE
0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist18,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist19,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist20,,,,ABIL_ELEMENTALIST20_PRICE
0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist21,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 2서클 필요,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist22,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist11,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 2서클 필요,ABIL_ELEMENTALIST11_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist13,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 3서클 필요,
0,0,0,49152,0,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist1,,,,
0,0,0,32768,0,32768,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist2,,,,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elementalist3,,,,
0,0,0,25600,0,25600,0,38400,0,25600,0,64768,0,0,0,0,0,0,0,0,0,0,0,Elementalist4,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 2서클 필요,
0,0,0,25600,0,25600,0,38400,0,25600,0,64768,0,0,0,0,0,0,0,0,0,0,0,Elementalist5,UNLOCK_ABIL_CIRCLE,Char2_11,엘레멘탈리스트 2서클 필요,
0,0,0,16384,0,16384,0,24576,0,16384,0,20480,0,0,0,0,0,0,0,0,0,0,0,Elementalist6,,,,
