ClassID,UnlockArgNum,MaxLevel,Price1,Time1,Price2,Time2,Price3,Time3,Price4,Time4,Price5,Time5,Price6,Time6,Price7,Time7,Price8,Time8,Price9,Time9,Price10,Time10,ClassName,UnlockScr,UnlockArgStr,UnlockDesc,ScrCalcPrice
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian17,,,,ABIL_BARBARIAN17_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian18,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 2서클 필요,
0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian19,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian14,,,,ABIL_BARBARIAN12_PRICE
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian15,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 2서클 필요,
0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian16,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian11,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 2서클 필요,ABIL_BARBARIAN11_PRICE
0,0,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian13,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 3서클 필요,
0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian20,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 3서클 필요,ABIL_BARBARIAN20_PRICE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THSword,,,,
0,0,0,25600,0,25600,0,38400,0,25600,0,64768,0,0,0,0,0,0,0,0,0,0,0,Barbarian1,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 3서클 필요,
0,0,0,0,0,0,0,32768,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,Barbarian2,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 2서클 필요,
0,0,0,32768,0,32768,0,57344,0,32768,0,4096,0,0,0,0,0,0,0,0,0,0,0,Barbarian5,,,,
0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbarian6,UNLOCK_ABIL_CIRCLE,Char1_6,바바리안 2서클 필요,
