ClassID,Price_Weapon,Price_THWeapon,Price_SHIRT,Price_PANTS,Price_GLOVES,Price_BOOTS,Price_SubWeapon,Price_NECK,Price_RING,RepairPrice_Weapon,RepairPrice_THWeapon,RepairPrice_SHIRT,RepairPrice_PANTS,RepairPrice_GLOVES,RepairPrice_BOOTS,RepairPrice_SubWeapon,RepairPrice_NECK,RepairPrice_RING
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32768,32768,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32768,32768,32768,32768,32768,32768,0,32768,32768,0,0,0,0,0,0,0,0,0
0,0,49152,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,0
0,32768,16384,32768,32768,32768,32768,0,32768,32768,0,0,0,0,0,0,0,0,0
0,16384,32768,16384,16384,32768,32768,32768,32768,32768,0,0,0,0,0,0,0,0,0
0,0,57344,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,0
0,16384,0,16384,16384,0,0,49152,0,0,0,0,0,0,0,0,0,0,0
0,32768,49152,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24576,0,24576,24576,49152,49152,16384,49152,49152,0,0,0,0,0,0,0,0,0
0,49152,8192,49152,49152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20480,0,0,49152,49152,16384,49152,49152,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24576,24576,0,24576,24576,0,0,0,0,0,0,0,0,0
0,8192,32768,8192,8192,40960,40960,57344,40960,40960,0,0,0,0,0,0,0,0,0
0,32768,57344,32768,32768,24576,24576,16384,24576,24576,0,0,0,0,0,0,0,0,0
0,32768,53248,32768,32768,32768,32768,8192,32768,32768,0,0,0,0,0,0,0,0,0
0,36864,16384,36864,36864,16384,16384,24576,16384,16384,0,0,0,0,0,0,0,0,0
0,36864,16384,36864,36864,16384,16384,24576,16384,16384,0,0,0,0,0,0,0,0,0
0,4096,0,4096,4096,16384,16384,57344,16384,16384,0,0,0,0,0,0,0,0,0
0,57344,16384,57344,57344,49152,49152,49152,49152,49152,0,0,0,0,0,0,0,0,0
0,0,2048,0,0,49152,49152,8192,49152,49152,0,32768,0,0,0,0,0,0,0
0,24576,10240,24576,24576,4096,4096,57344,4096,4096,0,0,0,0,0,0,0,0,0
0,0,32768,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,0
0,61440,6144,61440,61440,8192,8192,32768,8192,8192,0,0,0,0,0,0,0,0,0
0,12288,61440,12288,12288,32768,32768,45056,32768,32768,0,32768,0,0,0,0,0,0,0
0,45056,2048,45056,45056,8192,8192,24576,8192,8192,0,32768,0,0,0,0,0,0,0
0,28672,20480,28672,28672,61440,61440,12288,61440,61440,0,0,0,0,0,0,0,0,0
0,32768,57344,32768,32768,0,0,16384,0,0,0,0,0,0,0,0,0,0,0
0,12288,0,12288,12288,61440,61440,53248,61440,61440,0,32768,0,0,0,0,0,0,0
0,28672,36864,28672,28672,61440,61440,45056,61440,61440,32768,0,0,0,0,0,0,0,0
0,63488,22528,63488,63488,8192,8192,49152,8192,8192,0,32768,0,0,0,0,0,0,0
0,32768,22528,32768,32768,49152,49152,45056,49152,49152,0,0,0,0,0,0,0,0,0
0,57344,6144,57344,57344,0,0,40960,0,0,32768,32768,0,0,0,0,0,0,0
0,24576,39936,24576,24576,24576,24576,45056,24576,24576,0,0,0,0,0,0,0,0,0
0,47104,43008,47104,47104,63488,63488,12288,63488,63488,0,0,0,0,0,0,0,0,0
0,57344,48128,57344,57344,45056,45056,12288,45056,45056,0,0,0,0,0,0,0,0,0
0,40960,63488,40960,40960,6144,6144,20480,6144,6144,0,32768,0,0,0,0,0,0,0
0,28672,39936,28672,28672,22528,22528,51200,22528,22528,32768,0,0,0,0,0,0,0,0
0,40960,5120,40960,40960,57344,57344,34816,57344,57344,0,0,0,0,0,0,0,0,0
0,10240,21504,10240,10240,47104,47104,32768,47104,47104,0,0,0,0,0,0,0,0,0
0,53248,2048,53248,53248,28672,28672,16384,28672,28672,0,16384,0,0,0,0,0,0,0
0,35840,60416,35840,35840,57344,57344,49152,57344,57344,0,16384,0,0,0,0,0,0,0
0,9216,61440,9216,9216,53248,53248,38912,53248,53248,0,16384,0,0,0,0,0,0,0
0,10240,29696,10240,10240,55296,55296,38912,55296,55296,32768,32768,0,0,0,0,0,0,0
0,36864,60416,36864,36864,6144,6144,36864,6144,6144,32768,49152,0,0,0,0,0,0,0
0,63488,34304,63488,63488,24576,24576,10240,24576,24576,32768,49152,0,0,0,0,0,0,0
0,13312,60416,13312,13312,10240,10240,18432,10240,10240,32768,32768,0,0,0,0,0,0,0
0,4096,62464,4096,4096,16384,16384,45056,16384,16384,0,0,0,0,0,0,0,0,0
0,48128,50688,48128,48128,51200,51200,40960,51200,51200,0,0,0,0,0,0,0,0,0
0,32768,44032,32768,32768,25600,25600,55296,25600,25600,32768,49152,0,0,0,0,0,0,0
0,23552,42496,23552,23552,5120,5120,61440,5120,5120,0,0,0,0,0,0,0,0,0
0,20480,46592,20480,20480,55296,55296,7168,55296,55296,0,0,0,0,0,0,0,0,0
0,22528,54784,22528,22528,44032,44032,21504,44032,44032,32768,49152,0,0,0,0,0,0,0
0,30720,3072,30720,30720,36864,36864,40960,36864,36864,32768,49152,0,0,0,0,0,0,0
0,45056,21504,45056,45056,35840,35840,63488,35840,35840,0,0,0,0,0,0,0,0,0
0,56320,14848,56320,56320,45056,45056,38912,45056,45056,32768,32768,0,0,0,0,0,0,0
0,32768,57344,32768,32768,0,0,16384,0,0,32768,32768,0,0,0,0,0,0,0
0,15360,38912,15360,15360,24576,24576,62464,24576,24576,0,49152,0,0,0,0,0,0,0
0,23552,39936,23552,23552,36864,36864,32768,36864,36864,32768,32768,0,0,0,0,0,0,0
0,61952,46080,61952,61952,20480,20480,33792,20480,20480,32768,32768,0,0,0,0,0,0,0
0,44544,36352,44544,44544,18432,18432,49152,18432,18432,0,0,0,0,0,0,0,0,0
0,48128,63744,48128,48128,50176,50176,27648,50176,50176,16384,0,0,0,0,0,0,0,0
0,48640,24832,48640,48640,12288,12288,2048,12288,12288,0,49152,0,0,0,0,0,0,0
0,19968,33280,19968,19968,15872,15872,27648,15872,15872,49152,0,0,0,0,0,0,0,0
0,13312,60416,13312,13312,10240,10240,18432,10240,10240,16384,49152,0,0,0,0,0,0,0
0,28672,40704,28672,28672,22528,22528,52736,22528,22528,32768,16384,0,0,0,0,0,0,0
0,1024,40192,1024,1024,53248,53248,13824,53248,53248,49152,49152,0,0,0,0,0,0,0
0,61952,59136,61952,61952,36352,36352,56320,36352,36352,32768,0,0,0,0,0,0,0,0
0,14336,31744,14336,14336,37376,37376,49152,37376,37376,49152,32768,0,0,0,0,0,0,0
0,55808,24320,55808,55808,57344,57344,58368,57344,57344,16384,32768,0,0,0,0,0,0,0
0,55808,37376,55808,55808,31232,31232,18944,31232,31232,49152,16384,0,0,0,0,0,0,0
0,14336,5632,14336,14336,24576,24576,62464,24576,24576,16384,16384,0,0,0,0,0,0,0
0,31232,59648,31232,31232,36864,36864,56832,36864,36864,32768,49152,0,0,0,0,0,0,0
0,2048,3328,2048,2048,3072,3072,2560,3072,3072,0,32768,0,0,0,0,0,0,0
0,50944,34048,50944,50944,55296,55296,31744,55296,55296,32768,16384,0,0,0,0,0,0,0
0,24832,50560,24832,24832,52736,52736,21504,52736,52736,16384,49152,0,0,0,0,0,0,0
0,38912,59264,38912,38912,44032,44032,28160,44032,44032,0,0,0,0,0,0,0,0,0
0,512,13440,512,512,39680,39680,52736,39680,39680,16384,16384,0,0,0,0,0,0,0
0,40960,44544,40960,40960,45824,45824,30720,45824,45824,49152,8192,0,0,0,0,0,0,0
0,28160,46848,28160,28160,9216,9216,0,9216,9216,0,8192,32768,32768,0,0,32768,0,0
0,35328,39808,35328,35328,41216,41216,44288,41216,41216,16384,57344,0,0,0,0,0,0,0
0,1024,13952,1024,1024,39936,39936,26880,39936,39936,0,40960,32768,32768,0,0,32768,0,0
0,41216,34944,41216,41216,32768,32768,28672,32768,32768,49152,40960,0,0,0,0,0,0,0
0,51712,47232,51712,51712,2048,2048,42752,2048,2048,32768,24576,32768,32768,0,0,32768,0,0
0,60416,31616,60416,60416,22016,22016,2816,22016,22016,49152,8192,0,0,0,0,0,0,0
0,25600,17280,25600,25600,27648,27648,48896,27648,27648,32768,57344,32768,32768,0,0,32768,0,0
0,14592,31360,14592,14592,10240,10240,33536,10240,10240,8192,57344,0,0,0,0,0,0,0
0,33280,56576,33280,33280,53248,53248,46592,53248,53248,40960,49152,32768,32768,0,0,32768,0,0
0,40064,35328,40064,40064,64000,64000,56064,64000,64000,49152,32768,0,0,0,0,0,0,0
0,17280,17920,17280,17280,14336,14336,37120,14336,14336,8192,16384,32768,32768,0,0,32768,0,0
0,8192,62656,8192,8192,58880,58880,37632,58880,58880,32768,57344,32768,32768,0,0,32768,0,0
0,44032,43968,44032,44032,22016,22016,22272,22016,22016,0,8192,32768,32768,0,0,32768,0,0
0,50048,19584,50048,50048,53120,53120,43776,53120,53120,57344,0,32768,32768,0,0,32768,0,0
0,57984,62336,57984,57984,20096,20096,2304,20096,20096,57344,0,32768,32768,0,0,32768,0,0
0,23808,23488,23808,23808,45184,45184,46336,45184,45184,32768,57344,32768,32768,0,0,32768,0,0
0,31872,832,31872,31872,12288,12288,5120,12288,12288,32768,57344,32768,32768,0,0,32768,0,0
0,41728,45248,41728,41728,46464,46464,32000,46464,46464,49152,16384,0,0,0,0,0,0,0
0,53248,25600,53248,53248,16384,16384,61440,16384,16384,40960,8192,0,0,0,0,0,0,0
0,6528,35008,6528,6528,44544,44544,61440,44544,44544,40960,8192,0,0,0,0,0,0,0
0,6528,35008,6528,6528,44544,44544,61440,44544,44544,40960,0,32768,32768,0,0,32768,0,0
0,6528,35008,6528,6528,44544,44544,61440,44544,44544,32768,57344,32768,32768,0,0,32768,0,0
0,6528,35008,6528,6528,44544,44544,61440,44544,44544,32768,57344,32768,32768,0,0,32768,0,0
0,54016,55744,54016,54016,56320,56320,49408,56320,56320,49152,49152,0,0,0,0,0,0,0
0,54016,55744,54016,54016,56320,56320,49408,56320,56320,0,8192,32768,32768,0,0,32768,0,0
0,54016,55744,54016,54016,56320,56320,49408,56320,56320,0,8192,32768,32768,0,0,32768,0,0
0,35968,10880,35968,35968,2560,2560,37120,2560,2560,8192,57344,0,0,0,0,0,0,0
0,17920,31616,17920,17920,14336,14336,45312,14336,14336,24576,57344,0,0,0,0,0,0,0
0,17920,31616,17920,17920,14336,14336,45312,14336,14336,16384,40960,32768,32768,0,0,32768,0,0
0,65408,52288,65408,65408,26112,26112,39168,26112,26112,32768,40960,32768,32768,0,0,32768,0,0
0,47360,7488,47360,47360,37888,37888,33152,37888,37888,49152,32768,0,0,0,0,0,0,0
0,29312,28160,29312,29312,49664,49664,27008,49664,49664,57344,16384,32768,32768,0,0,32768,0,0
0,11264,48896,11264,11264,61440,61440,20992,61440,61440,8192,16384,32768,32768,32768,32768,32768,32768,32768
0,58752,4032,58752,58752,7680,7680,14848,7680,7680,24576,8192,0,0,0,0,0,0,0
0,40704,24768,40704,40704,19456,19456,8832,19456,19456,40960,0,32768,32768,0,0,32768,0,0
0,22656,45440,22656,22656,31232,31232,2688,31232,31232,49152,57344,32768,32768,32768,32768,32768,32768,32768
0,4608,640,4608,4608,43008,43008,62208,43008,43008,0,49152,0,0,32768,32768,0,32768,32768
0,52096,21312,52096,52096,54784,54784,56064,54784,54784,16384,40960,32768,32768,0,0,32768,0,0
0,16000,62720,16000,16000,12800,12800,43904,12800,12800,40960,24576,0,0,32768,32768,0,32768,32768
0,63488,17920,63488,63488,24576,24576,37888,24576,24576,57344,16384,32768,32768,32768,32768,32768,32768,32768
0,45440,38592,45440,45440,36352,36352,31744,36352,36352,8192,16384,32768,32768,32768,32768,32768,32768,32768
0,9344,14464,9344,9344,59904,59904,19584,59904,59904,40960,0,32768,32768,0,0,32768,0,0
0,56832,35200,56832,56832,6144,6144,13568,6144,6144,49152,57344,32768,32768,32768,32768,32768,32768,32768
0,20736,11072,20736,20736,29696,29696,1408,29696,29696,16384,40960,32768,32768,0,0,32768,0,0
0,2688,31744,2688,2688,41472,41472,60800,41472,41472,32768,40960,32768,32768,0,0,32768,0,0
0,32128,7616,32128,32128,65024,65024,48640,65024,65024,57344,40960,32768,32768,32768,32768,32768,32768,32768
0,61568,49024,61568,61568,23040,23040,36480,23040,23040,24576,36864,0,0,0,0,0,0,0
0,43520,4224,43520,43520,34816,34816,30464,34816,34816,40960,4096,0,0,0,0,0,0,0
0,3712,45632,3712,3712,58368,58368,18304,58368,58368,8192,61440,0,0,32768,32768,0,32768,32768
0,51200,21504,51200,51200,16384,16384,6144,16384,16384,32768,53248,16384,16384,0,0,16384,0,0
0,33152,62912,33152,33152,39936,39936,59520,39936,39936,8192,53248,0,0,32768,32768,0,32768,32768
0,15104,38784,15104,15104,63488,63488,47360,63488,63488,32768,40960,32768,32768,0,0,32768,0,0
0,62592,14656,62592,62592,21504,21504,35200,21504,21504,0,36864,16384,16384,0,0,16384,0,0
0,44544,56064,44544,44544,45056,45056,23040,45056,45056,32768,32768,0,0,32768,32768,0,32768,32768
0,26496,31936,26496,26496,3072,3072,10880,3072,3072,40960,12288,32768,32768,32768,32768,32768,32768,32768
0,8448,7808,8448,8448,26624,26624,64256,26624,26624,8192,8192,16384,16384,32768,32768,16384,32768,32768
0,55936,49216,55936,55936,50176,50176,52096,50176,50176,40960,0,49152,49152,0,0,49152,0,0
0,37888,45312,37888,37888,8192,8192,39936,8192,8192,0,57344,32768,32768,32768,32768,32768,32768,32768
0,19840,480,19840,19840,31744,31744,27776,31744,31744,32768,53248,16384,16384,0,0,16384,0,0
0,1792,21184,1792,1792,55296,55296,15616,55296,55296,0,49152,0,0,32768,32768,0,32768,32768
0,7488,52224,7488,7488,45312,45312,62848,45312,45312,24576,8192,0,0,0,0,0,0,0
0,54976,7392,54976,54976,57088,57088,50688,57088,57088,40960,4096,49152,49152,32768,32768,49152,32768,32768
0,36928,28096,36928,36928,3328,3328,38528,3328,3328,57344,61440,16384,16384,0,0,16384,0,0
0,42624,59168,42624,42624,20992,20992,20352,20992,20992,4096,8192,16384,16384,32768,32768,16384,32768,32768
0,24576,14336,24576,24576,32768,32768,8192,32768,32768,20480,0,49152,49152,0,0,49152,0,0
0,30272,45376,30272,30272,50432,50432,55424,50432,50432,45056,28672,0,0,32768,32768,0,32768,32768
0,12224,544,12224,12224,62208,62208,43264,62208,62208,61440,20480,32768,32768,0,0,32768,0,0
0,17920,31616,17920,17920,14336,14336,45312,14336,14336,20480,49152,49152,49152,32768,32768,49152,32768,32768
0,59712,21248,59712,59712,8448,8448,48320,8448,8448,16384,20480,16384,16384,32768,32768,16384,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,61440,40960,49152,49152,32768,32768,49152,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,0,45056,49152,49152,32768,32768,49152,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,0,49152,0,0,32768,32768,0,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,4096,53248,0,0,32768,32768,0,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,4096,53248,0,0,32768,32768,0,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,61440,40960,49152,49152,32768,32768,49152,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,61440,40960,49152,49152,32768,32768,49152,32768,32768
0,35968,10912,35968,35968,2560,2560,37248,2560,2560,0,49152,0,0,32768,32768,0,32768,32768
0,59712,21248,59712,59712,8448,8448,48320,8448,8448,8192,12288,16384,16384,32768,32768,16384,32768,32768
0,17920,31616,17920,17920,14336,14336,45312,14336,14336,20480,49152,49152,49152,32768,32768,49152,32768,32768
0,17920,31616,17920,17920,14336,14336,45312,14336,14336,12288,36864,32768,32768,0,0,32768,0,0
0,41664,41952,41664,41664,20224,20224,42240,20224,20224,20480,0,49152,49152,0,0,49152,0,0
0,65408,52320,65408,65408,26112,26112,39232,26112,26112,28672,32768,16384,16384,32768,32768,16384,32768,32768
0,23616,62656,23616,23616,32000,32000,36160,32000,32000,40960,4096,49152,49152,32768,32768,49152,32768,32768
0,5568,17824,5568,5568,43776,43776,30080,43776,43776,45056,49152,16384,16384,0,0,16384,0,0
