ClassID,EnableAngle,MinR,MaxRValue,DashRange,CastEffectScale,SklSplRange,SplHeight,SklWaveLength,SideLength,SklSplAngle,SklSR,ForceVel,ShootTime,CancelTime,DelayTime,DeadHitDelay,SpendItemBaseCount,RefreshTime,BasicCoolDown,MinCoolDown,BasicSta,BasicSP,LvUpSpendSp,SpendHP,BasicPoison,LvUpSpendPoison,ReqLv,LevelByDB,Level_BM,ReadyFix,CastAnimTime,BasicCast,CastLookTarget,CastControl,KnockDownHitType,KDRank,DownTime,KDownValue,KDownVAngle,KDownHAngle,kdBound,TargetBuffFreq,Rare,SklCircleLv,SklUseOverHeat,OverHeatDelay,DeadKDHAngle,DeadKDVAngle,DeadKDPower,SklHitCount,SklFactor,SklFactorByLevel,SklAtkAdd,SklAtkAddByLevel,Value,GuardCancelRate,PvPFix,HoldTime,AnimSpeed,StartBuffDuplicate,ClassName,Name,EngName,Caption,Caption2,Icon,EquipAni,ReadyFileName,ReadyLoopFileName,FileName,LoopFileName,CastFileName,CastLoopFileName,ReadyMoveFileName,MoveFileName,CastMoveFileName,CastLoopMoveFileName,StepAni,ClassType,ValueType,Attribute,AttackType,HitEffect,HitType,ContinueAttack,SpecialType,MaxR,Target,OnEnemy,OnFriend,OnNeutral,ClientScp,UseType,EnableCompanion,CastEffect,CastDecal,SplType,SplRange,WaveLength,SplAngle,SkillSR,HitSplRange,HitTime,AniTime,HitDelay,AttackHitDelay,LoopHitTime,SpendItem,SpendItemCount,CoolDownGroup,CoolDown,SpendSta,SpendSP,SpendPoison,ReqObject,ReqStance,ReqJob,ReqBuff,ReqTargetBuff,Level,Interrupt,HoldSelf,AbleShootRotate,EnableShootMove,ReadyTime,CastTime,EnableCastMove,KDownPower,CastScript,PreScript,PreHitScript,HitScript,TargetBuff,SelfBuff,UseScript,EndScript,PostHitScript,KillScript,TooltipType,Tooltip_Attr,JumpShot,OverHeatGroup,OverHeatScp,MaxSplCnt,CancelSkill,AttackedAction,DeadParts,DeadSlice,SelTarget,StopAct,HitCount,HitCountScp,AddSplRange,CheckOBB,SkillFactor,SkillAtkAdd,CaptionTime,CaptionRatio,CaptionRatio2,RaceType,MergeTable1,MergeClass1,BuffType,UseTx,HOTKEY_EMPHASIZE_SCP
0,0,0,0,0,0,0,0,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_Attack,기본 공격,plzInputEngName,근거리의 적에게 공격을 합니다.,,war_bash,,,,@ ATK 50 ATK2 50,,,,,,,,SkillStep_1,Melee,Attack,Melee,,YES,Melee,NO,,SCR_SKILL_MAXR,Front,YES,NO,NO,,MELEE_GROUND,BOTH,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,302,300,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,Skl_Normal_Attack,SCR_GET_SKL_COOLDOWN,SCR_Skill_STA,SCR_Get_SpendSP,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,YES,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bow_Attack,기본 공격,plzInputEngName,보우 오른손(투핸드보우 전용),,war_bash,,atkmove_ready,,atkmove_shot,,,,,,,,,Missile,Attack,Melee,,YES,Melee,NO,,SCR_SKILL_MAXR,Actor,YES,NO,NO,,FORCE,BOTH,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,250,200,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,Skl_Bow_Attack,SCR_GET_SKL_COOLDOWN,SCR_Skill_STA,SCR_Get_SpendSP_Magic,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,NO,ONE,ZERO,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,YES,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_BOW_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,NO,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT_BOW,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hammer_Attack,공격,plzInputEngName,무기를 휘둘러서 근거리의 적에게 피해를 입힙니다.,,war_bash,,,,@ ATK 50 ATK2 50,,,,,,,,,Melee,Attack,Melee,,YES,Melee,NO,,SCR_SKILL_MAXR,Front,YES,NO,NO,,MELEE_GROUND,BOTH,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,302,300,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,Skl_Normal_Attack,SCR_GET_SKL_COOLDOWN,SCR_Skill_STA,SCR_Get_SpendSP,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,NO,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magic_Attack,기본 공격,plzInputEngName,원거리의 적에게 마법 공격을 합니다.,,war_bash,,,,@ ATK 50 ATK2 50,,,,,,,,,Magic,Attack,Melee,Magic,YES,Melee,NO,,SCR_SKILL_MAXR,Actor,YES,NO,NO,,FORCE,BOTH,,,Circle,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,580,200,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,Skl_Magic_Attack,SCR_GET_SKL_COOLDOWN_WIZARD,SCR_Skill_STA,SCR_Get_SpendSP_Magic,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,YES,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,32768,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_Attack_TH,기본 공격,plzInputEngName,근거리의 적에게 공격을 합니다(전사 양손검 전용),,war_bash,,,,@ ATK 50 ATK2 50,,,,,,,,SkillStep_1,Melee,Attack,Melee,,YES,Melee,NO,,SCR_SKILL_MAXR,Front,YES,NO,NO,,MELEE_GROUND,BOTH,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,400,350,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,Skl_Normal_Attack,SCR_GET_SKL_COOLDOWN,SCR_Skill_STA,SCR_Get_SpendSP,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,YES,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magic_Attack_TH,기본 공격,plzInputEngName,원거리의 적에게 마법 공격을 합니다.(양손스태프),,war_bash,,,,@ ATK 50 ATK2 50,,,,,,,,,Magic,Attack,Melee,Magic,YES,Melee,NO,,SCR_SKILL_MAXR,Actor,YES,NO,NO,,FORCE,BOTH,,,Circle,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,580,200,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,Skl_Magic_Attack,SCR_GET_SKL_COOLDOWN_WIZARD,SCR_Skill_STA,SCR_Get_SpendSP_Magic,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,YES,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,War_JustFrameDagger,단검 찌르기,plzInputEngName,근거리의 적에게 공격을 합니다. 특정 타격 횟수 이상 적에게 입히게 되면 대상을 밀어냅니다.,,war_bash,,,,SKL_ASSISTATTACK_DAGGER_SHOT,,,,,,,,SkillStep_1,Melee,Attack,Melee,Aries,YES,Melee,NO,,SCR_SKILL_MAXR,Front,YES,NO,NO,,MELEE_GROUND,BOTH,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,150,0,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,,SCR_GET_SKL_COOLDOWN,SCR_Skill_STA,SCR_Get_SpendSP,SCR_Get_SpendPoison,,OneHandSwordShield,,,,SCR_GET_SKILLLV_WITH_BM,NO,YES,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_DAGGER_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,War_JustFrameAttack,기본 공격,plzInputEngName,근거리의 적에게 공격을 합니다.,,war_bash,,,,@ ATK_SHOT 50 ATK2_SHOT 50,,,,,,,,SkillStep_1,Melee,Attack,Melee,,YES,Melee,NO,,SCR_SKILL_MAXR,Front,YES,NO,NO,,MELEE_GROUND,BOTH,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,200,0,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,Skl_Normal_Attack,SCR_GET_SKL_COOLDOWN,SCR_Skill_STA,SCR_Get_SpendSP,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,YES,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MongWangGa,몽왕가,plzInputEngName,몽왕가,,war_bash,,ATK_READY,,ATK_SHOT,,ASTD,,,,,,,Melee,Attack,Melee,,YES,Melee,NO,,SCR_SKILL_MAXR,Actor,YES,NO,NO,,FORCE_GROUND,,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,3000,300,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,,,SCR_Skill_STA,SCR_Get_SpendSP,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,NO,ZERO,ONE,SCR_GET_SKL_READY,SCR_GET_SKL_CAST,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,fire_ball,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CounterAttack,기본 공격,plzInputEngName,근거리의 적에게 공격을 합니다. 특정 타격 횟수 이상 적에게 입히게 되면 대상을 밀어냅니다.,,war_bash,,ATK_READY,,ATK_SHOT,,,,,,,,SkillStep_1,Melee,Attack,Melee,,YES,Melee,NO,Counter,SCR_SKILL_MAXR,Front,YES,NO,NO,,MELEE_GROUND,,,,Square,SCR_Get_SplRange,SCR_Get_WaveLength,SCR_SPLANGLE,SCR_GET_SR_LV,ZERO,0,50,300,YES,ZERO,,SCR_GET_SPENDITEM_COUNT,,SCR_GET_SKL_COOLDOWN,SCR_Skill_STA,SCR_Get_SpendSP,SCR_Get_SpendPoison,,,,,,SCR_GET_SKILLLV_WITH_BM,NO,YES,ZERO,ONE,SCR_GET_SKL_READY,ZERO,NO,SCR_GET_KDOWNPOWER,,,,SCR_NORMAL_ATTACK,,,,,SCR_COMMON_POST_HIT,SCR_COMMON_POST_KILL,ActiveSkill,Attack,YES,,,SCR_MAX_SPL,No,NORMAL,,,NO,NO,SCR_GET_SKL_HITCOUNT,,YES,YES,SCR_Get_SkillFactor,SCR_Get_SklAtkAdd,0,0,0,Widling,Skill_CP,Skill_CP,,NO,
